DEA_NME_DEAL;GLE_AMT_AGGREGATN;GLE_CDE_BRANCH;BRN_CDE_BRANCH;BRN_CDE_LOCAL_CCY;BRN_TXT_ENTITY_CDE;GLE_CDE_CURRENCY;DBR_IND_PRIM_BORR;GLE_CDE_EXPENSE;FAC_NME_FACILITY;GLE_CDE_GL_ACCOUNT;GLE_CDE_GL_SHTNAME;GLE_AMT_ENTRY;GLE_CDE_ACCTG_OPER;GLE_CDE_BUS_TRAN;GLE_CDE_PORTFOLIO;GLE_CDE_SEC_TYPE;GLE_DTE_TRAN_BUS;GLE_DTE_TRANS_EFF;GLE_TXT_DESCRIPTON;OST_NME_ALIAS;OST_CDE_RISK_TYPE;PTF_DSC_PORTFOLIO
BONO 2: B.POUP CARDAMA USD88M 13/08/10  ;557,82;CLO  ;CLO  ;EUR;49;USD;Y;600001;TRAMO C-235                   ;940033;INTRC;557,82;DR   ;INTAC;B2SGB;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00110;SLPI ;BONO 2 USD SGBM Asset Mobilization
BONO 2: B.POUP CARDAMA USD88M 13/08/10  ;557,82;CLO  ;CLO  ;EUR;49;USD;Y;600001;TRAMO C-235                   ;969039;INTIN;557,82;CR   ;INTAC;B2SGB;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00110;SLPI ;BONO 2 USD SGBM Asset Mobilization
BONO 2: B.POUP CARDAMA USD88M 13/08/10  ;597,66;CLO  ;CLO  ;EUR;49;USD;Y;600001;TRAMO C-236                   ;GLINTIN        ;INTIN;597,66;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00111;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: B.POUP CARDAMA USD88M 13/08/10  ;597,66;CLO  ;CLO  ;EUR;49;USD;Y;600001;TRAMO C-236                   ;GLINTRC        ;INTRC;597,66;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00111;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: B.POUP CARDAMA USD88M 13/08/10  ;723,36;CLO  ;CLO  ;EUR;49;USD;Y;600001;TRAMO C-234                   ;940033;INTRC;723,36;DR   ;INTAC;B2SGB;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00109;SLPI ;BONO 2 USD SGBM Asset Mobilization
BONO 2: B.POUP CARDAMA USD88M 13/08/10  ;723,36;CLO  ;CLO  ;EUR;49;USD;Y;600001;TRAMO C-234                   ;969039;INTIN;723,36;CR   ;INTAC;B2SGB;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00109;SLPI ;BONO 2 USD SGBM Asset Mobilization
BONO 2: BANCO DE POUPANCA USD113.8M     ;-2995751,92;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;UNCOC          ;UNCOC;2995751,92;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;-2995751,92;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;UNCOM          ;UNCOM;2995751,92;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,24;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;0,24;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00156;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,24;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;0,24;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00156;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,29;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;0,29;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00157;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,29;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;0,29;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00157;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,63;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;0,63;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00152;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,63;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;0,63;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00152;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,71;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;0,71;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00155;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,71;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;0,71;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00155;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,91;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;0,91;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00153;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;0,91;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;0,91;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00153;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;1,19;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;1,19;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00151;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;1,19;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;1,19;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00151;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;2,53;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;2,53;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00137;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;2,53;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;2,53;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00137;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;3,89;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;3,89;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00146;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;3,89;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;3,89;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00146;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;4,17;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;4,17;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00136;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;4,17;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;4,17;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00136;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;4,47;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;4,47;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00122;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;4,47;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;4,47;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00122;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;5,44;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;5,44;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00158;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;5,44;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;5,44;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00158;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;6,06;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;6,06;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00150;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;6,06;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;6,06;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00150;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;6,16;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;6,16;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00144;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;6,16;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;6,16;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00144;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;6,9;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;6,9;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00163;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;6,9;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;6,9;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00163;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;7,29;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;7,29;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00135;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;7,29;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;7,29;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00135;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;7,33;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;7,33;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00145;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;7,33;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;7,33;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00145;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;7,34;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;7,34;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00147;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;7,34;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;7,34;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00147;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;8,76;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;8,76;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00160;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;8,76;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;8,76;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00160;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;8,97;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;8,97;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00149;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;8,97;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;8,97;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00149;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;9,02;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;9,02;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00139;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;9,02;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;9,02;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00139;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;9,38;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;9,38;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00154;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;9,38;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;9,38;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00154;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;9,63;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;9,63;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00124;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;9,63;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;9,63;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00124;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;9,76;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;9,76;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00159;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;9,76;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;9,76;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00159;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;10,75;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;10,75;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00114;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;10,75;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;10,75;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00114;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;12,62;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;12,62;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00133;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;12,62;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;12,62;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00133;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;12,66;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;12,66;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00161;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;12,66;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;12,66;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00161;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;14;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;14;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00148;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;14;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;14;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00148;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;14,28;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;14,28;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00141;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;14,28;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;14,28;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00141;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;15,32;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;15,32;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00117;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
