DEA_NME_DEAL;GLE_AMT_AGGREGATN;GLE_CDE_BRANCH;BRN_CDE_BRANCH;BRN_CDE_LOCAL_CCY;BRN_TXT_ENTITY_CDE;GLE_CDE_CURRENCY;DBR_IND_PRIM_BORR;GLE_CDE_EXPENSE;FAC_NME_FACILITY;GLE_CDE_GL_ACCOUNT;GLE_CDE_GL_SHTNAME;GLE_AMT_ENTRY;GLE_CDE_ACCTG_OPER;GLE_CDE_BUS_TRAN;GLE_CDE_PORTFOLIO;GLE_CDE_SEC_TYPE;GLE_DTE_TRAN_BUS;GLE_DTE_TRANS_EFF;GLE_TXT_DESCRIPTON;OST_NME_ALIAS;OST_CDE_RISK_TYPE;PTF_DSC_PORTFOLIO
BONO 2: BANCO DE POUPANCA USD113.8M     ;15,32;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;15,32;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00117;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;16,61;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;16,61;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00134;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;16,61;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;16,61;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00134;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;17,73;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;17,73;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00129;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;17,73;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;17,73;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00129;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;17,76;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;17,76;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00132;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;17,76;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;17,76;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00132;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;21,38;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;21,38;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00119;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;21,38;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;21,38;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00119;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;21,77;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;21,77;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00142;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;21,77;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;21,77;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00142;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;22,3;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;22,3;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00162;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;22,3;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;22,3;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00162;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;24,51;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;24,51;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00120;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;24,51;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;24,51;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00120;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;25,29;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;25,29;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00123;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;25,29;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;25,29;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00123;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;28,19;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;28,19;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00131;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;28,19;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;28,19;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00131;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;28,26;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;28,26;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00112;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;28,26;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;28,26;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00112;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;29,15;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;29,15;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00138;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;29,15;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;29,15;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00138;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;30,4;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;30,4;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00128;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;30,4;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;30,4;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00128;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;36,34;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;36,34;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00126;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;36,34;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;36,34;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00126;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;37,26;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;37,26;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00116;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;37,26;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;37,26;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00116;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;40,88;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;40,88;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00113;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;40,88;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;40,88;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00113;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;50,07;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;50,07;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00140;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;50,07;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;50,07;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00140;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;50,79;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;50,79;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00130;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;50,79;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;50,79;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00130;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;59,9;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;59,9;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00125;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;59,9;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;59,9;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00125;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;66,17;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;66,17;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00143;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;66,17;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;66,17;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00143;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;106,58;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;106,58;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00127;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;106,58;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;106,58;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00127;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;140,01;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;140,01;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00115;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;140,01;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;140,01;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00115;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;361,96;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;361,96;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00121;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;361,96;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;361,96;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00121;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;444,85;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTIN        ;INTIN;444,85;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00118;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;444,85;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;GLINTRC        ;INTRC;444,85;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN01SE-BA00118;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;2995751,92;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;UNCOC          ;UNCOC;2995751,92;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: BANCO DE POUPANCA USD113.8M     ;2995751,92;CLO  ;CLO  ;EUR;49;USD;Y;600001;BANCO DE POUPANCA USD 113.8M  ;UNCOM          ;UNCOM;2995751,92;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: CFE 491MM USD 07/04/2011        ;921;CLO  ;CLO  ;EUR;49;USD;Y;600001;CFE 491MM                     ;GLINTIN        ;INTIN;921;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN5CFE-CO00002;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: CFE 491MM USD 07/04/2011        ;921;CLO  ;CLO  ;EUR;49;USD;Y;600001;CFE 491MM                     ;GLINTRC        ;INTRC;921;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN5CFE-CO00002;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: ISAGEN 73MM EUR 22/11/12        ;-11405040,92;CLO  ;CLO  ;EUR;49;USD;Y;600001;ISAGEN                        ;UNCOC          ;UNCOC;11405040,92;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: ISAGEN 73MM EUR 22/11/12        ;-11405040,92;CLO  ;CLO  ;EUR;49;USD;Y;600001;ISAGEN                        ;UNCOM          ;UNCOM;11405040,92;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: ISAGEN 73MM EUR 22/11/12        ;127,3;CLO  ;CLO  ;EUR;49;USD;Y;600001;ISAGEN                        ;GLINTIN        ;INTIN;127,3;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANISAG-IS00007;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: ISAGEN 73MM EUR 22/11/12        ;127,3;CLO  ;CLO  ;EUR;49;USD;Y;600001;ISAGEN                        ;GLINTRC        ;INTRC;127,3;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANISAG-IS00007;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: ISAGEN 73MM EUR 22/11/12        ;2751,34;CLO  ;CLO  ;EUR;49;USD;Y;600001;ISAGEN                        ;GLINTIN        ;INTIN;2751,34;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANISAG-IS00006;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: ISAGEN 73MM EUR 22/11/12        ;2751,34;CLO  ;CLO  ;EUR;49;USD;Y;600001;ISAGEN                        ;GLINTRC        ;INTRC;2751,34;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANISAG-IS00006;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: ISAGEN 73MM EUR 22/11/12        ;11405040,92;CLO  ;CLO  ;EUR;49;USD;Y;600001;ISAGEN                        ;UNCOC          ;UNCOC;11405040,92;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: ISAGEN 73MM EUR 22/11/12        ;11405040,92;CLO  ;CLO  ;EUR;49;USD;Y;600001;ISAGEN                        ;UNCOM          ;UNCOM;11405040,92;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;-0,01;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;UNCOC          ;UNCOC;0,01;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;-0,01;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;UNCOM          ;UNCOM;0,01;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;0,01;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;UNCOC          ;UNCOC;0,01;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;0,01;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;UNCOM          ;UNCOM;0,01;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;25,06;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;GLINTIN        ;INTIN;25,06;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANY17J-MM00030;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;25,06;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;GLINTRC        ;INTRC;25,06;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANY17J-MM00030;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;39,11;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;GLINTIN        ;INTIN;39,11;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANY17J-MM00029;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
