DEA_NME_DEAL;GLE_AMT_AGGREGATN;GLE_CDE_BRANCH;BRN_CDE_BRANCH;BRN_CDE_LOCAL_CCY;BRN_TXT_ENTITY_CDE;GLE_CDE_CURRENCY;DBR_IND_PRIM_BORR;GLE_CDE_EXPENSE;FAC_NME_FACILITY;GLE_CDE_GL_ACCOUNT;GLE_CDE_GL_SHTNAME;GLE_AMT_ENTRY;GLE_CDE_ACCTG_OPER;GLE_CDE_BUS_TRAN;GLE_CDE_PORTFOLIO;GLE_CDE_SEC_TYPE;GLE_DTE_TRAN_BUS;GLE_DTE_TRANS_EFF;GLE_TXT_DESCRIPTON;OST_NME_ALIAS;OST_CDE_RISK_TYPE;PTF_DSC_PORTFOLIO
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;39,11;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;GLINTRC        ;INTRC;39,11;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANY17J-MM00029;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;1024,08;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;GLINTIN        ;INTIN;1024,08;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANY17J-MM00027;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;1024,08;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;GLINTRC        ;INTRC;1024,08;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANY17J-MM00027;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;3829,25;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;GLINTIN        ;INTIN;3829,25;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANY17J-MM00028;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MMX PORTO SUDES USD90.6M15/11/11;3829,25;CLO  ;CLO  ;EUR;49;USD;Y;600001;MMX PORTO I                   ;GLINTRC        ;INTRC;3829,25;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANY17J-MM00028;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MRTT FINANCE 1090MM USD AMP     ;3006,94;CLO  ;CLO  ;EUR;49;USD;Y;600001;MRTT FINANCE 1090MM USD AMP   ;GLINTIN        ;INTIN;3006,94;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANS3F6-ST00014;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MRTT FINANCE 1090MM USD AMP     ;3006,94;CLO  ;CLO  ;EUR;49;USD;Y;600001;MRTT FINANCE 1090MM USD AMP   ;GLINTRC        ;INTRC;3006,94;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANS3F6-ST00014;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MRTT FINANCE 1090MM USD AMP     ;4735,18;CLO  ;CLO  ;EUR;49;USD;Y;600001;MRTT FINANCE 1090MM USD AMP   ;GLINTIN        ;INTIN;4735,18;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANS3F6-ST00013;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MRTT FINANCE 1090MM USD AMP     ;4735,18;CLO  ;CLO  ;EUR;49;USD;Y;600001;MRTT FINANCE 1090MM USD AMP   ;GLINTRC        ;INTRC;4735,18;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANS3F6-ST00013;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MRTT FINANCE 1090MM USD AMP     ;5744,99;CLO  ;CLO  ;EUR;49;USD;Y;600001;MRTT FINANCE 1090MM USD AMP   ;GLINTIN        ;INTIN;5744,99;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANS3F6-ST00012;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MRTT FINANCE 1090MM USD AMP     ;5744,99;CLO  ;CLO  ;EUR;49;USD;Y;600001;MRTT FINANCE 1090MM USD AMP   ;GLINTRC        ;INTRC;5744,99;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANS3F6-ST00012;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MRTT FINANCE 1090MM USD AMP     ;23731,83;CLO  ;CLO  ;EUR;49;USD;Y;600001;MRTT FINANCE 1090MM USD AMP   ;GLINTIN        ;INTIN;23731,83;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANS3F6-ST00011;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: MRTT FINANCE 1090MM USD AMP     ;23731,83;CLO  ;CLO  ;EUR;49;USD;Y;600001;MRTT FINANCE 1090MM USD AMP   ;GLINTRC        ;INTRC;23731,83;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANS3F6-ST00011;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: PETROBRAS NETHERLAND 500MM USD  ;2085,97;CLO  ;CLO  ;EUR;49;USD;Y;600001;PETROBRAS 500MM USD SACE      ;GLINTIN        ;INTIN;2085,97;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANP1JV-PE00018;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: PETROBRAS NETHERLAND 500MM USD  ;2085,97;CLO  ;CLO  ;EUR;49;USD;Y;600001;PETROBRAS 500MM USD SACE      ;GLINTRC        ;INTRC;2085,97;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANP1JV-PE00018;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: SITREL 42.6MM USD 16/05/2012    ;2271,49;CLO  ;CLO  ;EUR;49;USD;Y;600001;SITREL 42.6MM                 ;GLINTIN        ;INTIN;2271,49;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANTNP2-SI00011;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: SITREL 42.6MM USD 16/05/2012    ;2271,49;CLO  ;CLO  ;EUR;49;USD;Y;600001;SITREL 42.6MM                 ;GLINTRC        ;INTRC;2271,49;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANTNP2-SI00011;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: TURKIYE PETROL USD 624.3MM      ;-1042105,26;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FIXED             ;UNCOC          ;UNCOC;1042105,26;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: TURKIYE PETROL USD 624.3MM      ;-1042105,26;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FIXED             ;UNCOM          ;UNCOM;1042105,26;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: TURKIYE PETROL USD 624.3MM      ;-386398,74;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FLOATING          ;UNCOC          ;UNCOC;386398,74;DR   ;UNCOM;B2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;BONO 2 USD SGBM Asset Mobilization
BONO 2: TURKIYE PETROL USD 624.3MM      ;-386398,74;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FLOATING          ;UNCOM          ;UNCOM;386398,74;CR   ;UNCOM;B2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;BONO 2 USD SGBM Asset Mobilization
BONO 2: TURKIYE PETROL USD 624.3MM      ;1629,52;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FLOATING          ;940033;INTRC;1629,52;DR   ;INTAC;B2SGB;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN5TUP-TU00098;SLPI ;BONO 2 USD SGBM Asset Mobilization
BONO 2: TURKIYE PETROL USD 624.3MM      ;1629,52;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FLOATING          ;969039;INTIN;1629,52;CR   ;INTAC;B2SGB;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN5TUP-TU00098;SLPI ;BONO 2 USD SGBM Asset Mobilization
BONO 2: TURKIYE PETROL USD 624.3MM      ;2532,88;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FIXED             ;GLINTIN        ;INTIN;2532,88;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN5TUP-TU00096;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: TURKIYE PETROL USD 624.3MM      ;2532,88;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FIXED             ;GLINTRC        ;INTRC;2532,88;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN5TUP-TU00096;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: TURKIYE PETROL USD 624.3MM      ;386398,74;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FLOATING          ;UNCOC          ;UNCOC;386398,74;CR   ;UNCOM;B2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;BONO 2 USD SGBM Asset Mobilization
BONO 2: TURKIYE PETROL USD 624.3MM      ;386398,74;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FLOATING          ;UNCOM          ;UNCOM;386398,74;DR   ;UNCOM;B2SGB;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;BONO 2 USD SGBM Asset Mobilization
BONO 2: TURKIYE PETROL USD 624.3MM      ;1042105,26;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FIXED             ;UNCOC          ;UNCOC;1042105,26;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2: TURKIYE PETROL USD 624.3MM      ;1042105,26;CLO  ;CLO  ;EUR;49;USD;Y;600001;TUPRAS SACE FIXED             ;UNCOM          ;UNCOM;1042105,26;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;-2;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-03                 ;UNCOC          ;UNCOC;2;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;-2;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-03                 ;UNCOM          ;UNCOM;2;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;2;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-03                 ;UNCOC          ;UNCOC;2;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;2;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-03                 ;UNCOM          ;UNCOM;2;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;1477,08;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-01                 ;GLINTIN        ;INTIN;1477,08;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN4ERT-ME00031;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;1477,08;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-01                 ;GLINTRC        ;INTRC;1477,08;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN4ERT-ME00031;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;1523,01;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-02                 ;GLINTIN        ;INTIN;1523,01;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN4ERT-ME00032;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;1523,01;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-02                 ;GLINTRC        ;INTRC;1523,01;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN4ERT-ME00032;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;1523,01;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-03                 ;GLINTIN        ;INTIN;1523,01;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN4ERT-ME00033;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:AVIACION DE NORONHA LIMITED      ;1523,01;CLO  ;CLO  ;EUR;49;USD;Y;600003;BTEP300999-03                 ;GLINTRC        ;INTRC;1523,01;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN4ERT-ME00033;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:BLUE TURBO USD 165MM 14/10/11    ;-41250000;CLO  ;CLO  ;EUR;49;USD;Y;600001;COFACE                        ;UNCOC          ;UNCOC;41250000;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:BLUE TURBO USD 165MM 14/10/11    ;-41250000;CLO  ;CLO  ;EUR;49;USD;Y;600001;COFACE                        ;UNCOM          ;UNCOM;41250000;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:BLUE TURBO USD 165MM 14/10/11    ;-41250000;CLO  ;CLO  ;EUR;49;USD;Y;600001;SACE                          ;UNCOC          ;UNCOC;41250000;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:BLUE TURBO USD 165MM 14/10/11    ;-41250000;CLO  ;CLO  ;EUR;49;USD;Y;600001;SACE                          ;UNCOM          ;UNCOM;41250000;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:BLUE TURBO USD 165MM 14/10/11    ;41250000;CLO  ;CLO  ;EUR;49;USD;Y;600001;COFACE                        ;UNCOC          ;UNCOC;41250000;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:BLUE TURBO USD 165MM 14/10/11    ;41250000;CLO  ;CLO  ;EUR;49;USD;Y;600001;COFACE                        ;UNCOM          ;UNCOM;41250000;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:BLUE TURBO USD 165MM 14/10/11    ;41250000;CLO  ;CLO  ;EUR;49;USD;Y;600001;SACE                          ;UNCOC          ;UNCOC;41250000;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:BLUE TURBO USD 165MM 14/10/11    ;41250000;CLO  ;CLO  ;EUR;49;USD;Y;600001;SACE                          ;UNCOM          ;UNCOM;41250000;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:DOMINICA ENERG 104M USD 18DIC2014;703,95;CLO  ;CLO  ;EUR;49;USD;Y;600001;ECA FACILITY AGREEMENT        ;GLINTIN        ;INTIN;703,95;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN20KR-DO00004;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:DOMINICA ENERG 104M USD 18DIC2014;703,95;CLO  ;CLO  ;EUR;49;USD;Y;600001;ECA FACILITY AGREEMENT        ;GLINTRC        ;INTRC;703,95;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN20KR-DO00004;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:DOMINICA ENERG 104M USD 18DIC2014;6000,56;CLO  ;CLO  ;EUR;49;USD;Y;600001;ECA FACILITY AGREEMENT        ;GLINTIN        ;INTIN;6000,56;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN20KR-DO00003;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:DOMINICA ENERG 104M USD 18DIC2014;6000,56;CLO  ;CLO  ;EUR;49;USD;Y;600001;ECA FACILITY AGREEMENT        ;GLINTRC        ;INTRC;6000,56;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN20KR-DO00003;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;-35790957,97;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEMAR 1 EADS                  ;UNCOC          ;UNCOC;35790957,97;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;-35790957,97;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEMAR 1 EADS                  ;UNCOM          ;UNCOM;35790957,97;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;2847,72;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEMAR 2 EADS                  ;GLINTIN        ;INTIN;2847,72;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN8GMX-UN00012;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;2847,72;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEMAR 2 EADS                  ;GLINTRC        ;INTRC;2847,72;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN8GMX-UN00012;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;3566,68;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEMAR 3 EADS                  ;GLINTIN        ;INTIN;3566,68;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN8GMX-UN00013;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;3566,68;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEMAR 3 EADS                  ;GLINTRC        ;INTRC;3566,68;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN8GMX-UN00013;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;9516,16;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEDENA EADS                   ;GLINTIN        ;INTIN;9516,16;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN8GMX-UN00010;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;9516,16;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEDENA EADS                   ;GLINTRC        ;INTRC;9516,16;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SAN8GMX-UN00010;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;35790957,97;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEMAR 1 EADS                  ;UNCOC          ;UNCOC;35790957,97;CR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:ESTADOS UNIDOS D MEXICO 500M 2602;35790957,97;CLO  ;CLO  ;EUR;49;USD;Y;600001;SEMAR 1 EADS                  ;UNCOM          ;UNCOM;35790957,97;DR   ;UNCOM;RTFSG;FAC  ;04/06/2015 0:00;04/06/2015 0:00;Unused Commitment Posting;;;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:FRISA FORJADOS 16.39MM 13/09/2011;535,73;CLO  ;CLO  ;EUR;49;USD;Y;600001;FRISA FORJADOS                ;GLINTIN        ;INTIN;535,73;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANFORL-FR00004;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:FRISA FORJADOS 16.39MM 13/09/2011;535,73;CLO  ;CLO  ;EUR;49;USD;Y;600001;FRISA FORJADOS                ;GLINTRC        ;INTRC;535,73;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANFORL-FR00004;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:METRO, S.A. 149,19MM USD 22/07/08;11,03;CLO  ;CLO  ;EUR;49;USD;Y;600001;METRO SA 149,19MM             ;GLINTIN        ;INTIN;11,03;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANOUEA-EM00026;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:METRO, S.A. 149,19MM USD 22/07/08;11,03;CLO  ;CLO  ;EUR;49;USD;Y;600001;METRO SA 149,19MM             ;GLINTRC        ;INTRC;11,03;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANOUEA-EM00026;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:METRO, S.A. 149,19MM USD 22/07/08;1230,29;CLO  ;CLO  ;EUR;49;USD;Y;600001;METRO SA 149,19MM             ;GLINTIN        ;INTIN;1230,29;CR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANOUEA-EM00025;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
BONO 2:METRO, S.A. 149,19MM USD 22/07/08;1230,29;CLO  ;CLO  ;EUR;49;USD;Y;600001;METRO SA 149,19MM             ;GLINTRC        ;INTRC;1230,29;DR   ;INTAC;RTFSG;OST  ;04/06/2015 0:00;04/06/2015 0:00;Outstanding Accruals;SANOUEA-EM00025;SLPI ;REPO TRADE FINANCE 1 SOCIETE GENERAL
